round_id,scene_id,qx,qy,qz,qw,x,y,z,width,score,label,integration_time,planning_time
0,6b3ec147273a4c8a90be8f73a2131354,0.9046054949647606,-0.021344881200721425,-0.33958953135266223,-0.2567338012840665,0.1425000021234155,0.1350000020116568,0.14999999608844522,0.04604401588439942,0.924474,1,0.002657175064086914,0.24183177947998047
0,0368f011b12e4219acb5d7f964787d85,0.9993189740556617,0.0367954565783116,0.001746079680865209,-0.002152596869215097,0.18749999552965166,0.1425000021234155,0.12000000178813935,0.04991486817598344,0.98664075,0,0.015227079391479492,0.027105093002319336
0,de7dfa1b857c44d8a421d595330ec8bd,0.9463641503855864,-0.3227721107053756,-0.008072082765478588,-0.012161451212392056,0.19499999731779102,0.14999999608844522,0.12000000178813935,0.051010107994079595,0.9897827,1,0.002984285354614258,0.026744604110717773
0,244d85e901164baf99fbf156e04e428b,0.8812842994649086,0.2174481013704167,0.4129972192395266,-0.07407836139835114,0.05999999642372132,0.1125000022351742,0.12000000178813935,0.04806210100650788,0.97531915,1,0.002427339553833008,0.025475740432739258
0,292e3f9844ea424a9c2a4e22fabadb1a,0.7691548783437352,0.11343793293099662,0.6197173254595262,-0.10715897077551877,0.09750000089406968,0.2174999982118607,0.0900000035762787,0.0481029823422432,0.8169868,1,0.002906322479248047,0.029050827026367188
0,6d622a45bea646cfa728c6de6025ac77,0.9967374699553674,-0.0802497680022392,0.007630390027568783,-0.004020929070156261,0.1799999959766865,0.239999994635582,0.12000000178813935,0.05241058766841889,0.99029046,1,0.0028476715087890625,0.024033546447753906
1,acad186d0d3942f0aa3c7264fb14ee9b,0.45102976974044184,0.891968354085331,-0.016125734617078953,0.02654360188913489,0.1350000020116568,0.12750000134110454,0.14999999608844522,0.04382060766220094,0.9722473,1,0.0025701522827148438,0.025967836380004883
1,5124b793766e4ac7b5a134b6d8dd2317,0.9830255409449826,-0.12767388514013758,-0.10747888669432774,-0.0762132128832999,0.16499999687075617,0.02999999821186066,0.12000000178813935,0.04822420477867127,0.9673918,1,0.003027200698852539,0.0260927677154541
1,c38bd14f0683444182533aaf92871fb8,0.99552295223533,0.09443025811347858,0.0031441086155142278,-0.002663175977731976,0.1799999959766865,0.22499999552965166,0.12000000178813935,0.04927038252353669,0.9832094,1,0.002463102340698242,0.02664017677307129
1,3fbb2b6a3db14386ac52c2808484055a,0.7408081949943912,0.671295642768589,0.013892231809522091,-0.01929725691411979,0.02999999821186066,0.0900000035762787,0.12000000178813935,0.03030864000320435,0.9799828,1,0.0036420822143554688,0.02678203582763672
1,2869c820eb374629bfb016989c46cedf,0.5808095441330843,0.7172461878245957,0.2692836869932695,-0.2751444628087479,0.05999999642372132,0.18749999552965166,0.1125000022351742,0.04833500683307648,0.96419847,1,0.005755901336669922,0.026036739349365234
2,68df2d0f703c4fd1bed230a8d48fcbca,0.7453935838082844,0.5235176153642684,0.3640211569317591,-0.19443844508433966,0.1574999962002039,0.022499996423721316,0.12000000178813935,0.04311904013156891,0.97267616,1,0.005690097808837891,0.025490283966064453
2,4f21fb4e45e14d6591964acdee30ef96,0.6481477118974303,0.7606309765931568,0.03252798739973709,-0.01694081003933706,0.24749999642372136,0.18749999552965166,0.12750000134110454,0.046665939688682566,0.95661145,1,0.002440929412841797,0.025254487991333008
2,27d06c5f1ffe488489ff25a4dc71329b,0.9580691947285277,0.2797888784577059,0.05752447184127219,-0.02263927434773826,0.14999999608844522,0.16499999687075617,0.12000000178813935,0.04784756004810334,0.7913777,1,0.003193378448486328,0.026320219039916992
2,a5abd8b6ce4f4b54ad0f80bb8c427199,0.9431574126546821,0.33229790469481585,0.00013029478372208027,-0.005672787077811905,0.10500000268220903,0.12750000134110454,0.12000000178813935,0.04204954504966736,0.98568684,1,0.0025136470794677734,0.027791976928710938
2,2c50be323a7a453aa0cb77826ca3d1a9,0.9680337027289738,-0.17343797773535213,-0.15793855027312667,-0.0887999583193998,0.16499999687075617,0.2174999982118607,0.10500000268220903,0.046013058722019204,0.89989173,1,0.0024552345275878906,0.024918079376220703
3,8722f1d0f68d4e34b58e2d8d581e576a,0.8576538693397776,-0.5099207836565885,-0.03075715573782459,-0.058861126157063154,0.23249999284744266,0.037500000000000006,0.1125000022351742,0.034244357049465185,0.9186901,1,0.00585484504699707,0.026817798614501953
3,631a30c83ba5441590247b49d88eefcc,0.9454315536080423,-0.32368377643057844,0.03499994885131162,0.012766906372653769,0.19499999731779102,0.1125000022351742,0.12000000178813935,0.042388902604579934,0.9341485,1,0.002460956573486328,0.023573875427246094
3,70e2741d46344eab8c61323d840f2e58,0.9570778303498384,0.2682647488683353,0.10623693044389577,0.027381851239711204,0.17249999642372135,0.1799999959766865,0.1125000022351742,0.047301954030990606,0.9543477,1,0.0026009082794189453,0.025102615356445312
3,d23a7bfcbec6483a88a2eb881b46be7b,0.67338046453943,0.716459421635372,0.1205988845900144,-0.13674997682710538,0.05999999642372132,0.037500000000000006,0.12000000178813935,0.049331791698932655,0.943115,1,0.005963325500488281,0.025148868560791016
